Grade Sort Nbr,Enrollment Cnt,% Grades Receivedof Enrollment,Letter Grd Cnt,Course Control Nbr,Instructor Name,Average Grade,Course Subject Short Nm,Course Number,Section Nbr,Grade Subtype Desc,Grade Type Desc,Grade Nm,Course Title Nm
1,5,,,24701,Sylvia Ratnasamy,4,Computer Science,168,1,A,Letter Grade,A+,Internet Arch
2,42,,,24701,Sylvia Ratnasamy,4,Computer Science,168,1,A,Letter Grade,A,Internet Arch
3,61,,,24701,Sylvia Ratnasamy,3.7,Computer Science,168,1,A,Letter Grade,A-,Internet Arch
4,64,,,24701,Sylvia Ratnasamy,3.3,Computer Science,168,1,B,Letter Grade,B+,Internet Arch
5,58,,,24701,Sylvia Ratnasamy,3,Computer Science,168,1,B,Letter Grade,B,Internet Arch
6,59,,,24701,Sylvia Ratnasamy,2.7,Computer Science,168,1,B,Letter Grade,B-,Internet Arch
7,55,,,24701,Sylvia Ratnasamy,2.3,Computer Science,168,1,C,Letter Grade,C+,Internet Arch
8,37,,,24701,Sylvia Ratnasamy,2,Computer Science,168,1,C,Letter Grade,C,Internet Arch
9,9,,,24701,Sylvia Ratnasamy,1.7,Computer Science,168,1,C,Letter Grade,C-,Internet Arch
13,3,,,24701,Sylvia Ratnasamy,0,Computer Science,168,1,F,Letter Grade,F,Internet Arch
22,4,,,24701,Sylvia Ratnasamy,,Computer Science,168,1,Credit,Non-Letter Grade,Pass,Internet Arch
27,5,,,24701,Sylvia Ratnasamy,,Computer Science,168,1,No Credit,Non-Letter Grade,Not Pass,Internet Arch
2,1,,,25650,David Charron,4,Computer Science,194,903,A,Letter Grade,A,Special Topics
3,2,,,25650,David Charron,3.7,Computer Science,194,903,A,Letter Grade,A-,Special Topics
4,3,,,25650,David Charron,3.3,Computer Science,194,903,B,Letter Grade,B+,Special Topics
5,5,,,25650,David Charron,3,Computer Science,194,903,B,Letter Grade,B,Special Topics
6,2,,,25650,David Charron,2.7,Computer Science,194,903,B,Letter Grade,B-,Special Topics
2,2,,,25651,Emily Rice,4,Computer Science,194,902,A,Letter Grade,A,Special Topics
3,5,,,25651,Emily Rice,3.7,Computer Science,194,902,A,Letter Grade,A-,Special Topics
22,3,,,25651,Emily Rice,,Computer Science,194,902,Credit,Non-Letter Grade,Pass,Special Topics
25,1,,,25651,Emily Rice,,Computer Science,194,902,Credit,Non-Letter Grade,Satisfactory,Special Topics
27,1,,,25651,Emily Rice,,Computer Science,194,902,No Credit,Non-Letter Grade,Not Pass,Special Topics
22,39,,,25654,Bjorn Hartmann,,Computer Science,98,34,Credit,Non-Letter Grade,Pass,Directed Group Stdy
22,46,,,25655,Bjorn Hartmann,,Computer Science,198,34,Credit,Non-Letter Grade,Pass,Directed Group Stdy
22,2,,,25656,Paul Hilfinger,,Computer Science,9C,1,Credit,Non-Letter Grade,Pass,Programmers' C
25,1,,,25656,Paul Hilfinger,,Computer Science,9C,1,Credit,Non-Letter Grade,Satisfactory,Programmers' C
27,5,,,25656,Paul Hilfinger,,Computer Science,9C,1,No Credit,Non-Letter Grade,Not Pass,Programmers' C
30,2,,,25656,Paul Hilfinger,,Computer Science,9C,1,Administrative Code,Administrative Code,Incomplete,Programmers' C
2,22,,,25657,Alexei Efros; Trevor Darrell,4,Computer Science,294,43,A,Letter Grade,A,Special Topics
25,2,,,25657,Alexei Efros; Trevor Darrell,,Computer Science,294,43,Credit,Non-Letter Grade,Satisfactory,Special Topics
25,3,,,25658,Nir Yosef,,Computer Science,299,81,Credit,Non-Letter Grade,Satisfactory,Indiv Research
22,5,,,25661,Scott Shenker,,Computer Science,98,45,Credit,Non-Letter Grade,Pass,Directed Group Stdy
22,21,,,25662,Paul Hilfinger,,Computer Science,9E,1,Credit,Non-Letter Grade,Pass,Productive Unix Use
25,2,,,25662,Paul Hilfinger,,Computer Science,9E,1,Credit,Non-Letter Grade,Satisfactory,Productive Unix Use
27,30,,,25662,Paul Hilfinger,,Computer Science,9E,1,No Credit,Non-Letter Grade,Not Pass,Productive Unix Use
28,1,,,25662,Paul Hilfinger,,Computer Science,9E,1,No Credit,Non-Letter Grade,Unsatisfactory,Productive Unix Use
30,14,,,25662,Paul Hilfinger,,Computer Science,9E,1,Administrative Code,Administrative Code,Incomplete,Productive Unix Use
22,16,,,25664,Scott Shenker,,Computer Science,198,45,Credit,Non-Letter Grade,Pass,Directed Group Stdy
22,15,,,25665,Paul Hilfinger,,Computer Science,9F,1,Credit,Non-Letter Grade,Pass,Programmers' C++
25,1,,,25665,Paul Hilfinger,,Computer Science,9F,1,Credit,Non-Letter Grade,Satisfactory,Programmers' C++
27,13,,,25665,Paul Hilfinger,,Computer Science,9F,1,No Credit,Non-Letter Grade,Not Pass,Programmers' C++
30,20,,,25665,Paul Hilfinger,,Computer Science,9F,1,Administrative Code,Administrative Code,Incomplete,Programmers' C++
22,3,,,25668,Paul Hilfinger,,Computer Science,9G,1,Credit,Non-Letter Grade,Pass,Programmers' Java
27,5,,,25668,Paul Hilfinger,,Computer Science,9G,1,No Credit,Non-Letter Grade,Not Pass,Programmers' Java
30,6,,,25668,Paul Hilfinger,,Computer Science,9G,1,Administrative Code,Administrative Code,Incomplete,Programmers' Java
22,10,,,25671,Paul Hilfinger,,Computer Science,9H,1,Credit,Non-Letter Grade,Pass,Programmers' Python
25,6,,,25671,Paul Hilfinger,,Computer Science,9H,1,Credit,Non-Letter Grade,Satisfactory,Programmers' Python
27,9,,,25671,Paul Hilfinger,,Computer Science,9H,1,No Credit,Non-Letter Grade,Not Pass,Programmers' Python
28,1,,,25671,Paul Hilfinger,,Computer Science,9H,1,No Credit,Non-Letter Grade,Unsatisfactory,Programmers' Python
30,5,,,25671,Paul Hilfinger,,Computer Science,9H,1,Administrative Code,Administrative Code,Incomplete,Programmers' Python
22,7,,,25672,Brian Harvey,,Computer Science,98,46,Credit,Non-Letter Grade,Pass,Directed Group Stdy
27,1,,,25672,Brian Harvey,,Computer Science,98,46,No Credit,Non-Letter Grade,Not Pass,Directed Group Stdy
1,95,,,25674,Gerald Friedland,4,Computer Science,10,1,A,Letter Grade,A+,Beauty Joy Computng
2,46,,,25674,Gerald Friedland,4,Computer Science,10,1,A,Letter Grade,A,Beauty Joy Computng
3,8,,,25674,Gerald Friedland,3.7,Computer Science,10,1,A,Letter Grade,A-,Beauty Joy Computng
4,13,,,25674,Gerald Friedland,3.3,Computer Science,10,1,B,Letter Grade,B+,Beauty Joy Computng
5,16,,,25674,Gerald Friedland,3,Computer Science,10,1,B,Letter Grade,B,Beauty Joy Computng
6,13,,,25674,Gerald Friedland,2.7,Computer Science,10,1,B,Letter Grade,B-,Beauty Joy Computng
7,15,,,25674,Gerald Friedland,2.3,Computer Science,10,1,C,Letter Grade,C+,Beauty Joy Computng
8,3,,,25674,Gerald Friedland,2,Computer Science,10,1,C,Letter Grade,C,Beauty Joy Computng
9,1,,,25674,Gerald Friedland,1.7,Computer Science,10,1,C,Letter Grade,C-,Beauty Joy Computng
11,4,,,25674,Gerald Friedland,1,Computer Science,10,1,D,Letter Grade,D,Beauty Joy Computng
13,3,,,25674,Gerald Friedland,0,Computer Science,10,1,F,Letter Grade,F,Beauty Joy Computng
22,56,,,25674,Gerald Friedland,,Computer Science,10,1,Credit,Non-Letter Grade,Pass,Beauty Joy Computng
27,22,,,25674,Gerald Friedland,,Computer Science,10,1,No Credit,Non-Letter Grade,Not Pass,Beauty Joy Computng
30,8,,,25674,Gerald Friedland,,Computer Science,10,1,Administrative Code,Administrative Code,Incomplete,Beauty Joy Computng
22,6,,,25675,Brian Harvey,,Computer Science,198,46,Credit,Non-Letter Grade,Pass,Directed Group Stdy
27,2,,,25675,Brian Harvey,,Computer Science,198,46,No Credit,Non-Letter Grade,Not Pass,Directed Group Stdy
22,38,,,25684,Pieter Abbeel; Samuel Lau,,Computer Science,98,47,Credit,Non-Letter Grade,Pass,Directed Group Stdy
25,1,,,25684,Pieter Abbeel; Samuel Lau,,Computer Science,98,47,Credit,Non-Letter Grade,Satisfactory,Directed Group Stdy
27,1,,,25684,Pieter Abbeel; Samuel Lau,,Computer Science,98,47,No Credit,Non-Letter Grade,Not Pass,Directed Group Stdy
22,53,,,25687,Pieter Abbeel; Samuel Lau,,Computer Science,198,47,Credit,Non-Letter Grade,Pass,Directed Group Stdy
27,1,,,25687,Pieter Abbeel; Samuel Lau,,Computer Science,198,47,No Credit,Non-Letter Grade,Not Pass,Directed Group Stdy
22,8,,,25690,Paul Hilfinger; Vivek Rangaswamy,,Computer Science,98,100,Credit,Non-Letter Grade,Pass,Directed Group Stdy
27,3,,,25690,Paul Hilfinger; Vivek Rangaswamy,,Computer Science,98,100,No Credit,Non-Letter Grade,Not Pass,Directed Group Stdy
22,6,,,25691,Paul Hilfinger; Vivek Rangaswamy,,Computer Science,198,100,Credit,Non-Letter Grade,Pass,Directed Group Stdy
27,3,,,25691,Paul Hilfinger; Vivek Rangaswamy,,Computer Science,198,100,No Credit,Non-Letter Grade,Not Pass,Directed Group Stdy
22,20,,,25737,Christopher Hunn; Michael Franklin,,Computer Science,24,1,Credit,Non-Letter Grade,Pass,Freshman Seminars
22,20,,,25739,Michael Franklin; Rohin Shah,,Computer Science,24,2,Credit,Non-Letter Grade,Pass,Freshman Seminars
22,10,,,25740,Brian Barsky,,Computer Science,39S,1,Credit,Non-Letter Grade,Pass,Fresh/Soph Seminar
25,2,,,25742,Benjamin Recht,,Computer Science,299,82,Credit,Non-Letter Grade,Satisfactory,Indiv Research
2,1,,,25743,Paul Hilfinger,4,Computer Science,47A,1,A,Letter Grade,A,Interp Comp Progs
2,3,,,25746,Paul Hilfinger,4,Computer Science,47B,1,A,Letter Grade,A,Supl Data Structure
4,2,,,25746,Paul Hilfinger,3.3,Computer Science,47B,1,B,Letter Grade,B+,Supl Data Structure
5,1,,,25746,Paul Hilfinger,3,Computer Science,47B,1,B,Letter Grade,B,Supl Data Structure
6,1,,,25746,Paul Hilfinger,2.7,Computer Science,47B,1,B,Letter Grade,B-,Supl Data Structure
13,1,,,25746,Paul Hilfinger,0,Computer Science,47B,1,F,Letter Grade,F,Supl Data Structure
27,2,,,25746,Paul Hilfinger,,Computer Science,47B,1,No Credit,Non-Letter Grade,Not Pass,Supl Data Structure
30,1,,,25746,Paul Hilfinger,,Computer Science,47B,1,Administrative Code,Administrative Code,Incomplete,Supl Data Structure
22,4,,,25747,Dylan Paddock; Pieter Abbeel,,Computer Science,98,36,Credit,Non-Letter Grade,Pass,Directed Group Stdy
22,8,,,25748,Dylan Paddock; Pieter Abbeel,,Computer Science,198,36,Credit,Non-Letter Grade,Pass,Directed Group Stdy
2,1,,,25749,Paul Hilfinger,4,Computer Science,47C,1,A,Letter Grade,A,Supl Mach Structure
1,45,,,25752,John Denero,4,Computer Science,61A,1,A,Letter Grade,A+,Str Interp Cmp Prgs
2,173,,,25752,John Denero,4,Computer Science,61A,1,A,Letter Grade,A,Str Interp Cmp Prgs
3,138,,,25752,John Denero,3.7,Computer Science,61A,1,A,Letter Grade,A-,Str Interp Cmp Prgs
4,241,,,25752,John Denero,3.3,Computer Science,61A,1,B,Letter Grade,B+,Str Interp Cmp Prgs
5,224,,,25752,John Denero,3,Computer Science,61A,1,B,Letter Grade,B,Str Interp Cmp Prgs
6,75,,,25752,John Denero,2.7,Computer Science,61A,1,B,Letter Grade,B-,Str Interp Cmp Prgs
7,39,,,25752,John Denero,2.3,Computer Science,61A,1,C,Letter Grade,C+,Str Interp Cmp Prgs
8,32,,,25752,John Denero,2,Computer Science,61A,1,C,Letter Grade,C,Str Interp Cmp Prgs
9,27,,,25752,John Denero,1.7,Computer Science,61A,1,C,Letter Grade,C-,Str Interp Cmp Prgs
10,3,,,25752,John Denero,1.3,Computer Science,61A,1,D,Letter Grade,D+,Str Interp Cmp Prgs
11,11,,,25752,John Denero,1,Computer Science,61A,1,D,Letter Grade,D,Str Interp Cmp Prgs
12,9,,,25752,John Denero,0.7,Computer Science,61A,1,D,Letter Grade,D-,Str Interp Cmp Prgs
13,27,,,25752,John Denero,0,Computer Science,61A,1,F,Letter Grade,F,Str Interp Cmp Prgs
22,115,,,25752,John Denero,,Computer Science,61A,1,Credit,Non-Letter Grade,Pass,Str Interp Cmp Prgs
25,1,,,25752,John Denero,,Computer Science,61A,1,Credit,Non-Letter Grade,Satisfactory,Str Interp Cmp Prgs
27,62,,,25752,John Denero,,Computer Science,61A,1,No Credit,Non-Letter Grade,Not Pass,Str Interp Cmp Prgs
28,2,,,25752,John Denero,,Computer Science,61A,1,No Credit,Non-Letter Grade,Unsatisfactory,Str Interp Cmp Prgs
30,6,,,25752,John Denero,,Computer Science,61A,1,Administrative Code,Administrative Code,Incomplete,Str Interp Cmp Prgs
22,2,,,25756,Trevor Darrell,,Computer Science,199,55,Credit,Non-Letter Grade,Pass,Superv Indep Study
22,1,,,25759,John Denero,,Computer Science,199,56,Credit,Non-Letter Grade,Pass,Superv Indep Study
22,2,,,25763,Eric Paulos,,Computer Science,199,57,Credit,Non-Letter Grade,Pass,Superv Indep Study
22,2,,,25765,Pieter Abbeel,,Computer Science,99,13,Credit,Non-Letter Grade,Pass,Superv Indep Study
22,2,,,25766,Babak Ayazifar,,Computer Science,399,32,Credit,Non-Letter Grade,Pass,Supervised Teaching
22,1,,,25768,Eric Paulos,,Computer Science,99,14,Credit,Non-Letter Grade,Pass,Superv Indep Study
22,1,,,25769,Stuart Russell,,Computer Science,399,33,Credit,Non-Letter Grade,Pass,Supervised Teaching
22,11,,,25771,John Denero,,Computer Science,98,48,Credit,Non-Letter Grade,Pass,Directed Group Stdy
22,8,,,25772,John Denero,,Computer Science,198,48,Credit,Non-Letter Grade,Pass,Directed Group Stdy
22,6,,,25774,John Denero,,Computer Science,98,49,Credit,Non-Letter Grade,Pass,Directed Group Stdy
22,8,,,25775,John Denero,,Computer Science,198,49,Credit,Non-Letter Grade,Pass,Directed Group Stdy
27,1,,,25775,John Denero,,Computer Science,198,49,No Credit,Non-Letter Grade,Not Pass,Directed Group Stdy
25,1,,,25777,Kurt Keutzer,,Computer Science,299,83,Credit,Non-Letter Grade,Satisfactory,Indiv Research
22,4,,,25778,Cameron Baradar,,Computer Science,98,41,Credit,Non-Letter Grade,Pass,Directed Group Stdy
25,1,,,25780,Luca Trevisan,,Computer Science,299,84,Credit,Non-Letter Grade,Satisfactory,Indiv Research
22,5,,,25781,Cameron Baradar; Michel Maharbiz,,Computer Science,198,41,Credit,Non-Letter Grade,Pass,Directed Group Stdy
22,1,,,25783,Kurt Keutzer,,Computer Science,199,58,Credit,Non-Letter Grade,Pass,Superv Indep Study
22,1,,,25784,Kenneth Goldberg,,Computer Science,99,15,Credit,Non-Letter Grade,Pass,Superv Indep Study
22,1,,,25786,Jan Rabaey,,Computer Science,199,59,Credit,Non-Letter Grade,Pass,Superv Indep Study
22,1,,,25787,Daniel Fletcher,,Computer Science,99,16,Credit,Non-Letter Grade,Pass,Superv Indep Study
1,4,,,25917,Paul Hilfinger; Vivek Rangaswamy,4,Computer Science,61AS,1,A,Letter Grade,A+,Str Interp Comp Prg
3,2,,,25917,Paul Hilfinger; Vivek Rangaswamy,3.7,Computer Science,61AS,1,A,Letter Grade,A-,Str Interp Comp Prg
4,7,,,25917,Paul Hilfinger; Vivek Rangaswamy,3.3,Computer Science,61AS,1,B,Letter Grade,B+,Str Interp Comp Prg
5,3,,,25917,Paul Hilfinger; Vivek Rangaswamy,3,Computer Science,61AS,1,B,Letter Grade,B,Str Interp Comp Prg
7,1,,,25917,Paul Hilfinger; Vivek Rangaswamy,2.3,Computer Science,61AS,1,C,Letter Grade,C+,Str Interp Comp Prg
8,1,,,25917,Paul Hilfinger; Vivek Rangaswamy,2,Computer Science,61AS,1,C,Letter Grade,C,Str Interp Comp Prg
9,1,,,25917,Paul Hilfinger; Vivek Rangaswamy,1.7,Computer Science,61AS,1,C,Letter Grade,C-,Str Interp Comp Prg
11,2,,,25917,Paul Hilfinger; Vivek Rangaswamy,1,Computer Science,61AS,1,D,Letter Grade,D,Str Interp Comp Prg
13,4,,,25917,Paul Hilfinger; Vivek Rangaswamy,0,Computer Science,61AS,1,F,Letter Grade,F,Str Interp Comp Prg
22,1,,,25917,Paul Hilfinger; Vivek Rangaswamy,,Computer Science,61AS,1,Credit,Non-Letter Grade,Pass,Str Interp Comp Prg
27,4,,,25917,Paul Hilfinger; Vivek Rangaswamy,,Computer Science,61AS,1,No Credit,Non-Letter Grade,Not Pass,Str Interp Comp Prg
1,3,,,25920,Alicia Luengo-Kovac; Paul Hilfinger,4,Computer Science,61AS,2,A,Letter Grade,A+,Str Interp Comp Prg
3,3,,,25920,Alicia Luengo-Kovac; Paul Hilfinger,3.7,Computer Science,61AS,2,A,Letter Grade,A-,Str Interp Comp Prg
4,5,,,25920,Alicia Luengo-Kovac; Paul Hilfinger,3.3,Computer Science,61AS,2,B,Letter Grade,B+,Str Interp Comp Prg
5,3,,,25920,Alicia Luengo-Kovac; Paul Hilfinger,3,Computer Science,61AS,2,B,Letter Grade,B,Str Interp Comp Prg
6,2,,,25920,Alicia Luengo-Kovac; Paul Hilfinger,2.7,Computer Science,61AS,2,B,Letter Grade,B-,Str Interp Comp Prg
7,2,,,25920,Alicia Luengo-Kovac; Paul Hilfinger,2.3,Computer Science,61AS,2,C,Letter Grade,C+,Str Interp Comp Prg
9,1,,,25920,Alicia Luengo-Kovac; Paul Hilfinger,1.7,Computer Science,61AS,2,C,Letter Grade,C-,Str Interp Comp Prg
10,1,,,25920,Alicia Luengo-Kovac; Paul Hilfinger,1.3,Computer Science,61AS,2,D,Letter Grade,D+,Str Interp Comp Prg
13,4,,,25920,Alicia Luengo-Kovac; Paul Hilfinger,0,Computer Science,61AS,2,F,Letter Grade,F,Str Interp Comp Prg
22,4,,,25920,Alicia Luengo-Kovac; Paul Hilfinger,,Computer Science,61AS,2,Credit,Non-Letter Grade,Pass,Str Interp Comp Prg
27,4,,,25920,Alicia Luengo-Kovac; Paul Hilfinger,,Computer Science,61AS,2,No Credit,Non-Letter Grade,Not Pass,Str Interp Comp Prg
30,1,,,25920,Alicia Luengo-Kovac; Paul Hilfinger,,Computer Science,61AS,2,Administrative Code,Administrative Code,Incomplete,Str Interp Comp Prg
1,2,,,25923,Paul Hilfinger; Samuel Lau,4,Computer Science,61AS,3,A,Letter Grade,A+,Str Interp Comp Prg
2,2,,,25923,Paul Hilfinger; Samuel Lau,4,Computer Science,61AS,3,A,Letter Grade,A,Str Interp Comp Prg
3,2,,,25923,Paul Hilfinger; Samuel Lau,3.7,Computer Science,61AS,3,A,Letter Grade,A-,Str Interp Comp Prg
4,5,,,25923,Paul Hilfinger; Samuel Lau,3.3,Computer Science,61AS,3,B,Letter Grade,B+,Str Interp Comp Prg
5,6,,,25923,Paul Hilfinger; Samuel Lau,3,Computer Science,61AS,3,B,Letter Grade,B,Str Interp Comp Prg
6,1,,,25923,Paul Hilfinger; Samuel Lau,2.7,Computer Science,61AS,3,B,Letter Grade,B-,Str Interp Comp Prg
7,1,,,25923,Paul Hilfinger; Samuel Lau,2.3,Computer Science,61AS,3,C,Letter Grade,C+,Str Interp Comp Prg
9,1,,,25923,Paul Hilfinger; Samuel Lau,1.7,Computer Science,61AS,3,C,Letter Grade,C-,Str Interp Comp Prg
13,3,,,25923,Paul Hilfinger; Samuel Lau,0,Computer Science,61AS,3,F,Letter Grade,F,Str Interp Comp Prg
22,3,,,25923,Paul Hilfinger; Samuel Lau,,Computer Science,61AS,3,Credit,Non-Letter Grade,Pass,Str Interp Comp Prg
27,5,,,25923,Paul Hilfinger; Samuel Lau,,Computer Science,61AS,3,No Credit,Non-Letter Grade,Not Pass,Str Interp Comp Prg
30,1,,,25923,Paul Hilfinger; Samuel Lau,,Computer Science,61AS,3,Administrative Code,Administrative Code,Incomplete,Str Interp Comp Prg
1,49,,,25926,Paul Hilfinger,4,Computer Science,61B,1,A,Letter Grade,A+,Data Structures
2,38,,,25926,Paul Hilfinger,4,Computer Science,61B,1,A,Letter Grade,A,Data Structures
3,34,,,25926,Paul Hilfinger,3.7,Computer Science,61B,1,A,Letter Grade,A-,Data Structures
4,20,,,25926,Paul Hilfinger,3.3,Computer Science,61B,1,B,Letter Grade,B+,Data Structures
5,12,,,25926,Paul Hilfinger,3,Computer Science,61B,1,B,Letter Grade,B,Data Structures
6,12,,,25926,Paul Hilfinger,2.7,Computer Science,61B,1,B,Letter Grade,B-,Data Structures
7,8,,,25926,Paul Hilfinger,2.3,Computer Science,61B,1,C,Letter Grade,C+,Data Structures
8,4,,,25926,Paul Hilfinger,2,Computer Science,61B,1,C,Letter Grade,C,Data Structures
9,2,,,25926,Paul Hilfinger,1.7,Computer Science,61B,1,C,Letter Grade,C-,Data Structures
10,4,,,25926,Paul Hilfinger,1.3,Computer Science,61B,1,D,Letter Grade,D+,Data Structures
11,1,,,25926,Paul Hilfinger,1,Computer Science,61B,1,D,Letter Grade,D,Data Structures
12,1,,,25926,Paul Hilfinger,0.7,Computer Science,61B,1,D,Letter Grade,D-,Data Structures
13,7,,,25926,Paul Hilfinger,0,Computer Science,61B,1,F,Letter Grade,F,Data Structures
22,3,,,25926,Paul Hilfinger,,Computer Science,61B,1,Credit,Non-Letter Grade,Pass,Data Structures
27,6,,,25926,Paul Hilfinger,,Computer Science,61B,1,No Credit,Non-Letter Grade,Not Pass,Data Structures
30,1,,,25926,Paul Hilfinger,,Computer Science,61B,1,Administrative Code,Administrative Code,Incomplete,Data Structures
1,21,,,25928,Joshua Hug,4,Computer Science,61B,2,A,Letter Grade,A+,Data Structures
2,18,,,25928,Joshua Hug,4,Computer Science,61B,2,A,Letter Grade,A,Data Structures
3,11,,,25928,Joshua Hug,3.7,Computer Science,61B,2,A,Letter Grade,A-,Data Structures
4,11,,,25928,Joshua Hug,3.3,Computer Science,61B,2,B,Letter Grade,B+,Data Structures
5,11,,,25928,Joshua Hug,3,Computer Science,61B,2,B,Letter Grade,B,Data Structures
6,7,,,25928,Joshua Hug,2.7,Computer Science,61B,2,B,Letter Grade,B-,Data Structures
7,5,,,25928,Joshua Hug,2.3,Computer Science,61B,2,C,Letter Grade,C+,Data Structures
8,1,,,25928,Joshua Hug,2,Computer Science,61B,2,C,Letter Grade,C,Data Structures
9,3,,,25928,Joshua Hug,1.7,Computer Science,61B,2,C,Letter Grade,C-,Data Structures
10,5,,,25928,Joshua Hug,1.3,Computer Science,61B,2,D,Letter Grade,D+,Data Structures
11,2,,,25928,Joshua Hug,1,Computer Science,61B,2,D,Letter Grade,D,Data Structures
13,4,,,25928,Joshua Hug,0,Computer Science,61B,2,F,Letter Grade,F,Data Structures
25,2,,,25928,Joshua Hug,,Computer Science,61B,2,Credit,Non-Letter Grade,Satisfactory,Data Structures
27,5,,,25928,Joshua Hug,,Computer Science,61B,2,No Credit,Non-Letter Grade,Not Pass,Data Structures
30,1,,,25928,Joshua Hug,,Computer Science,61B,2,Administrative Code,Administrative Code,Incomplete,Data Structures
1,26,,,26007,Daniel Garcia; Shimon Lustig,4,Computer Science,61C,1,A,Letter Grade,A+,Machine Structures
2,113,,,26007,Daniel Garcia; Shimon Lustig,4,Computer Science,61C,1,A,Letter Grade,A,Machine Structures
3,71,,,26007,Daniel Garcia; Shimon Lustig,3.7,Computer Science,61C,1,A,Letter Grade,A-,Machine Structures
4,91,,,26007,Daniel Garcia; Shimon Lustig,3.3,Computer Science,61C,1,B,Letter Grade,B+,Machine Structures
5,175,,,26007,Daniel Garcia; Shimon Lustig,3,Computer Science,61C,1,B,Letter Grade,B,Machine Structures
6,68,,,26007,Daniel Garcia; Shimon Lustig,2.7,Computer Science,61C,1,B,Letter Grade,B-,Machine Structures
7,54,,,26007,Daniel Garcia; Shimon Lustig,2.3,Computer Science,61C,1,C,Letter Grade,C+,Machine Structures
8,67,,,26007,Daniel Garcia; Shimon Lustig,2,Computer Science,61C,1,C,Letter Grade,C,Machine Structures
9,11,,,26007,Daniel Garcia; Shimon Lustig,1.7,Computer Science,61C,1,C,Letter Grade,C-,Machine Structures
11,44,,,26007,Daniel Garcia; Shimon Lustig,1,Computer Science,61C,1,D,Letter Grade,D,Machine Structures
13,14,,,26007,Daniel Garcia; Shimon Lustig,0,Computer Science,61C,1,F,Letter Grade,F,Machine Structures
22,4,,,26007,Daniel Garcia; Shimon Lustig,,Computer Science,61C,1,Credit,Non-Letter Grade,Pass,Machine Structures
